tGroup,round,epoch,target,outcome,probX,probY,probZ
0-2,7,498,2,2,0.09,0.18,0.85
0-2,7,499,2,2,0.09,0.17,0.86
0-2,7,500,2,2,0.09,0.20,0.80
0-2,7,501,1,1,0.32,0.67,0.15
0-2,7,502,2,2,0.08,0.20,0.80
0-2,7,503,2,2,0.08,0.17,0.87
0-2,7,504,0,0,0.39,0.29,0.27
0-2,7,505,2,2,0.09,0.15,0.86
0-2,7,506,2,2,0.09,0.15,0.87
0-2,7,507,1,1,0.26,0.52,0.20
0-2,7,508,2,2,0.09,0.19,0.80
0-2,7,509,1,1,0.17,0.73,0.23
0-2,7,510,2,2,0.08,0.20,0.81
0-2,7,511,1,1,0.17,0.74,0.23
0-2,7,512,0,0,0.56,0.45,0.13
0-2,7,513,0,0,0.54,0.33,0.14
0-2,7,514,2,2,0.13,0.24,0.72
0-2,7,515,1,1,0.22,0.72,0.14
0-2,7,516,0,0,0.60,0.41,0.13
0-2,7,517,1,1,0.20,0.70,0.22
0-2,7,518,0,0,0.57,0.30,0.14
0-2,7,519,2,2,0.11,0.13,0.86
0-2,7,520,0,0,0.54,0.37,0.15
0-2,7,521,2,2,0.12,0.15,0.80
0-2,7,522,1,1,0.23,0.68,0.21
0-2,7,523,1,1,0.22,0.70,0.20
0-2,7,524,2,2,0.11,0.16,0.79
0-2,7,525,1,1,0.21,0.71,0.20
0-2,7,526,1,1,0.37,0.66,0.13
0-2,7,527,2,2,0.13,0.25,0.72
0-2,7,528,2,2,0.09,0.14,0.87
0-2,7,529,1,1,0.22,0.74,0.13
0-2,7,530,1,1,0.18,0.74,0.21
0-2,7,531,1,1,0.17,0.57,0.23
0-2,7,532,0,0,0.49,0.45,0.14
0-2,7,533,2,2,0.09,0.16,0.85
0-2,7,534,1,1,0.28,0.54,0.17
0-2,7,535,2,2,0.09,0.20,0.80
0-2,7,536,0,0,0.47,0.30,0.16
0-2,7,537,1,1,0.20,0.68,0.16
0-2,7,538,0,0,0.50,0.30,0.15
0-2,7,539,2,2,0.11,0.18,0.79
0-2,7,540,0,0,0.66,0.42,0.11
0-2,7,541,2,2,0.11,0.14,0.86
0-2,7,542,2,2,0.15,0.23,0.73
0-2,7,543,2,2,0.11,0.13,0.87
0-2,7,544,1,1,0.39,0.65,0.13
0-2,7,545,2,2,0.10,0.16,0.82
0-2,7,546,1,1,0.29,0.52,0.18
0-2,7,547,2,2,0.09,0.15,0.87
0-2,7,548,0,0,0.49,0.28,0.17
0-2,7,549,1,1,0.21,0.74,0.20
0-2,7,550,1,1,0.23,0.76,0.12
0-2,7,551,0,0,0.49,0.28,0.23
0-2,7,552,2,2,0.11,0.17,0.80
0-2,7,553,2,2,0.14,0.23,0.74
0-2,7,554,2,2,0.11,0.16,0.82
0-2,7,555,2,2,0.14,0.22,0.76
0-2,7,556,0,0,0.66,0.38,0.13
0-2,7,557,1,1,0.32,0.49,0.19
0-2,7,558,2,2,0.10,0.15,0.83
0-2,7,559,0,0,0.66,0.39,0.12
0-2,7,560,2,2,0.11,0.14,0.83
0-2,7,561,1,1,0.21,0.71,0.21
0-2,7,562,0,0,0.58,0.37,0.14
0-2,7,563,1,1,0.22,0.71,0.20
0-2,7,564,2,2,0.11,0.12,0.88
0-2,7,565,2,2,0.11,0.12,0.88
0-2,7,566,2,2,0.10,0.12,0.88
0-2,7,567,2,2,0.10,0.12,0.89
0-2,7,568,0,0,0.53,0.22,0.25
0-2,7,569,1,1,0.34,0.49,0.17
0-2,7,570,2,2,0.11,0.15,0.82
0-2,7,571,0,0,0.69,0.38,0.11
0-2,7,572,2,2,0.11,0.13,0.83
0-2,7,573,1,1,0.22,0.71,0.20
0-2,7,574,1,1,0.22,0.73,0.19
0-2,7,575,2,2,0.10,0.13,0.88
0-2,7,576,1,1,0.24,0.75,0.12
0-2,7,577,2,2,0.10,0.15,0.83
0-2,7,578,1,1,0.37,0.68,0.12
0-2,7,579,2,2,0.09,0.14,0.88
0-2,7,580,1,1,0.34,0.70,0.12
0-2,7,581,0,0,0.50,0.27,0.16
0-2,7,582,2,2,0.19,0.19,0.73
0-2,7,583,2,2,0.09,0.13,0.89
0-2,7,584,2,2,0.09,0.13,0.89
0-2,7,585,1,1,0.18,0.75,0.20
0-2,7,586,1,1,0.18,0.69,0.17
0-2,7,587,1,1,0.27,0.57,0.17
0-2,7,588,1,1,0.16,0.80,0.19
0-2,7,589,1,1,0.25,0.61,0.16
0-2,7,590,1,1,0.15,0.82,0.18
0-2,7,591,1,1,0.15,0.83,0.17
0-2,7,592,1,1,0.15,0.83,0.17
0-2,7,593,2,2,0.15,0.26,0.71
0-2,7,594,0,0,0.44,0.32,0.22
0-2,7,595,0,0,0.59,0.35,0.12
0-2,7,596,1,1,0.20,0.81,0.10
0-2,7,597,2,2,0.17,0.22,0.72
0-2,7,598,1,1,0.32,0.75,0.11
0-2,7,599,1,1,0.16,0.81,0.17
0-2,7,600,0,0,0.58,0.34,0.12
0-2,7,601,1,1,0.17,0.81,0.16
0-2,7,602,1,1,0.16,0.82,0.16
0-2,7,603,1,1,0.16,0.76,0.14
0-2,7,604,0,0,0.60,0.35,0.11
0-2,7,605,1,1,0.17,0.82,0.15
0-2,7,606,2,2,0.08,0.19,0.80
0-2,7,607,2,2,0.11,0.27,0.73
0-2,7,608,1,1,0.16,0.81,0.16
0-2,7,609,1,1,0.31,0.75,0.10
0-2,7,610,2,2,0.07,0.16,0.87
0-2,7,611,1,1,0.15,0.76,0.14
0-2,7,612,2,2,0.07,0.16,0.87
0-2,7,613,1,1,0.14,0.82,0.16
0-2,7,614,1,1,0.14,0.83,0.16
0-2,7,615,2,2,0.07,0.17,0.87
0-2,7,616,1,1,0.14,0.83,0.16
0-2,7,617,0,0,0.50,0.47,0.11
0-2,7,618,2,2,0.10,0.25,0.74
0-2,7,619,1,1,0.25,0.60,0.15
0-2,7,620,1,1,0.17,0.83,0.10
0-2,7,621,1,1,0.17,0.83,0.10
0-2,7,622,0,0,0.51,0.46,0.11
0-2,7,623,1,1,0.25,0.61,0.14
0-2,7,624,1,1,0.15,0.83,0.15
0-2,7,625,2,2,0.07,0.16,0.87
0-2,7,626,1,1,0.29,0.77,0.10
0-2,7,627,1,1,0.14,0.78,0.13
0-2,7,628,2,2,0.07,0.17,0.87
0-2,7,629,2,2,0.07,0.19,0.82
0-2,7,630,1,1,0.13,0.84,0.15
0-2,7,631,1,1,0.27,0.79,0.10
0-2,7,632,1,1,0.13,0.85,0.15
0-2,7,633,2,2,0.06,0.20,0.82
0-2,7,634,2,2,0.13,0.23,0.73
0-2,7,635,2,2,0.08,0.27,0.77
0-2,7,636,1,1,0.14,0.84,0.10
0-2,7,637,2,2,0.06,0.15,0.89
0-2,7,638,2,2,0.06,0.17,0.84
0-2,7,639,2,2,0.06,0.16,0.85
0-2,7,640,0,0,0.43,0.27,0.24
0-2,7,641,2,2,0.09,0.22,0.78
0-2,7,642,0,0,0.51,0.41,0.13
0-2,7,643,2,2,0.07,0.11,0.90
0-2,7,644,2,2,0.07,0.11,0.90
0-2,7,645,2,2,0.10,0.19,0.80
0-2,7,646,0,0,0.54,0.36,0.13
0-2,7,647,2,2,0.08,0.10,0.90
0-2,7,648,0,0,0.57,0.34,0.13
0-2,7,649,2,2,0.09,0.11,0.86
0-2,7,650,1,1,0.17,0.75,0.18
0-2,7,651,0,0,0.65,0.23,0.13
0-2,7,652,2,2,0.12,0.15,0.80
0-2,7,653,2,2,0.19,0.13,0.78
0-2,7,654,1,1,0.20,0.75,0.11
0-2,7,655,2,2,0.08,0.09,0.91
0-2,7,656,2,2,0.08,0.09,0.91
0-2,7,657,2,2,0.08,0.09,0.91
0-2,7,658,2,2,0.08,0.09,0.91
0-2,7,659,0,0,0.56,0.18,0.18
0-2,7,660,1,1,0.18,0.66,0.16
0-2,7,661,2,2,0.09,0.11,0.86
0-2,7,662,1,1,0.17,0.76,0.18
0-2,7,663,0,0,0.60,0.33,0.13
0-2,7,664,0,0,0.69,0.22,0.13
0-2,7,665,2,2,0.10,0.10,0.86
0-2,7,666,1,1,0.19,0.75,0.17
0-2,7,667,2,2,0.09,0.09,0.91
0-2,7,668,2,2,0.20,0.13,0.78
0-2,7,669,0,0,0.72,0.32,0.11
0-2,7,670,2,2,0.09,0.08,0.91
0-2,7,671,2,2,0.13,0.14,0.82
0-2,7,672,1,1,0.21,0.75,0.11
0-2,7,673,2,2,0.09,0.08,0.92
0-2,7,674,2,2,0.12,0.14,0.83
0-2,7,675,1,1,0.29,0.48,0.18
0-2,7,676,2,2,0.08,0.11,0.87
0-2,7,677,2,2,0.08,0.09,0.92
0-2,7,678,2,2,0.17,0.14,0.80
0-2,7,679,2,2,0.08,0.09,0.92
0-2,7,680,1,1,0.15,0.76,0.20
0-2,7,681,2,2,0.07,0.09,0.92
0-2,7,682,1,1,0.15,0.56,0.23
0-2,7,683,1,1,0.15,0.80,0.18
0-2,7,684,2,2,0.08,0.12,0.87
0-2,7,685,2,2,0.07,0.12,0.87
0-2,7,686,2,2,0.07,0.10,0.92
0-2,7,687,2,2,0.07,0.12,0.88
0-2,7,688,2,2,0.07,0.12,0.88
0-2,7,689,1,1,0.15,0.72,0.17
0-2,7,690,1,1,0.17,0.82,0.11
0-2,7,691,0,0,0.54,0.22,0.17
0-2,7,692,2,2,0.07,0.10,0.92
0-2,7,693,0,0,0.59,0.36,0.13
0-2,7,694,2,2,0.08,0.11,0.87
0-2,7,695,2,2,0.08,0.09,0.92
0-2,7,696,1,1,0.19,0.80,0.11
0-2,7,697,0,0,0.59,0.20,0.17
0-2,7,698,2,2,0.08,0.09,0.92
0-2,7,699,0,0,0.70,0.23,0.13
0-2,8,0,1,2,0.76,0.82,0.93
0-2,8,1,1,2,0.72,0.83,0.92
0-2,8,2,2,2,0.73,0.85,0.93
0-2,8,3,1,2,0.68,0.81,0.94
0-2,8,4,1,2,0.60,0.82,0.91
0-2,8,5,2,2,0.59,0.80,0.91
0-2,8,6,1,2,0.52,0.80,0.90
0-2,8,7,2,2,0.54,0.80,0.88
0-2,8,8,1,2,0.49,0.74,0.90
0-2,8,9,2,2,0.47,0.81,0.91
0-2,8,10,1,2,0.41,0.76,0.91
0-2,8,11,1,2,0.35,0.78,0.86
0-2,8,12,2,2,0.38,0.80,0.88
0-2,8,13,1,2,0.30,0.76,0.85
0-2,8,14,2,2,0.34,0.78,0.87
0-2,8,15,1,2,0.26,0.74,0.83
0-2,8,16,2,2,0.30,0.77,0.85
0-2,8,17,2,2,0.29,0.73,0.86
0-2,8,18,0,2,0.28,0.67,0.87
0-2,8,19,0,2,0.35,0.75,0.85
0-2,8,20,2,2,0.36,0.61,0.77
0-2,8,21,1,2,0.32,0.51,0.82
0-2,8,22,2,2,0.30,0.58,0.79
0-2,8,23,0,2,0.27,0.66,0.82
0-2,8,24,1,2,0.27,0.52,0.73
0-2,8,25,1,2,0.25,0.60,0.68
0-2,8,26,2,2,0.26,0.62,0.70
0-2,8,27,2,2,0.30,0.54,0.67
0-2,8,28,1,2,0.26,0.51,0.76
0-2,8,29,0,2,0.25,0.64,0.73
0-2,8,30,1,2,0.27,0.54,0.63
0-2,8,31,1,2,0.27,0.54,0.64
0-2,8,32,1,1,0.22,0.58,0.51
0-2,8,33,2,1,0.26,0.62,0.56
0-2,8,34,2,2,0.25,0.53,0.58
0-2,8,35,2,2,0.24,0.49,0.61
0-2,8,36,1,1,0.18,0.54,0.54
0-2,8,37,2,2,0.22,0.54,0.61
0-2,8,38,2,2,0.22,0.49,0.64
0-2,8,39,2,2,0.21,0.42,0.65
0-2,8,40,0,2,0.20,0.49,0.68
0-2,8,41,2,2,0.23,0.39,0.65
0-2,8,42,1,2,0.18,0.36,0.58
0-2,8,43,0,2,0.21,0.47,0.62
0-2,8,44,1,2,0.19,0.38,0.49
0-2,8,45,1,2,0.18,0.42,0.45
0-2,8,46,0,1,0.22,0.55,0.51
0-2,8,47,0,1,0.30,0.52,0.46
0-2,8,48,2,2,0.25,0.40,0.41
0-2,8,49,1,2,0.28,0.31,0.45
0-2,8,50,0,2,0.27,0.38,0.46
0-2,8,51,2,1,0.31,0.37,0.35
0-2,8,52,2,2,0.28,0.32,0.45
0-2,8,53,0,2,0.27,0.39,0.49
0-2,8,54,0,2,0.29,0.32,0.47
0-2,8,55,2,2,0.33,0.30,0.44
0-2,8,56,2,2,0.31,0.28,0.48
0-2,8,57,2,2,0.31,0.26,0.44
0-2,8,58,2,2,0.29,0.23,0.55
0-2,8,59,0,2,0.27,0.32,0.58
0-2,8,60,1,2,0.25,0.23,0.45
0-2,8,61,0,2,0.30,0.31,0.49
0-2,8,62,2,2,0.33,0.22,0.47
0-2,8,63,2,2,0.31,0.24,0.53
0-2,8,64,1,2,0.24,0.23,0.45
0-2,8,65,1,2,0.27,0.26,0.50
0-2,8,66,0,2,0.29,0.27,0.48
0-2,8,67,2,2,0.31,0.25,0.44
0-2,8,68,1,2,0.30,0.25,0.46
0-2,8,69,0,2,0.34,0.39,0.43
0-2,8,70,2,2,0.31,0.25,0.42
0-2,8,71,0,2,0.31,0.25,0.46
0-2,8,72,1,2,0.27,0.27,0.32
0-2,8,73,1,1,0.26,0.34,0.27
0-2,8,74,2,2,0.30,0.33,0.39
0-2,8,75,0,2,0.29,0.32,0.42
0-2,8,76,1,2,0.33,0.26,0.36
0-2,8,77,2,2,0.31,0.30,0.38
0-2,8,78,1,1,0.24,0.37,0.28
0-2,8,79,2,1,0.29,0.35,0.34
0-2,8,80,2,2,0.27,0.30,0.45
0-2,8,81,0,2,0.28,0.29,0.49
0-2,8,82,2,2,0.29,0.30,0.46
0-2,8,83,1,2,0.22,0.30,0.38
0-2,8,84,1,2,0.25,0.33,0.44
0-2,8,85,2,2,0.25,0.36,0.44
0-2,8,86,2,2,0.25,0.33,0.48
0-2,8,87,1,2,0.24,0.29,0.45
0-2,8,88,2,2,0.23,0.35,0.49
0-2,8,89,2,2,0.23,0.30,0.52
0-2,8,90,1,2,0.20,0.33,0.52
0-2,8,91,0,2,0.22,0.42,0.47
0-2,8,92,0,2,0.26,0.31,0.47
0-2,8,93,1,1,0.25,0.36,0.34
0-2,8,94,2,2,0.25,0.35,0.44
0-2,8,95,2,2,0.25,0.30,0.47
0-2,8,96,1,2,0.24,0.29,0.43
0-2,8,97,0,2,0.23,0.36,0.44
0-2,8,98,0,1,0.27,0.39,0.39
0-2,8,99,1,1,0.22,0.33,0.30
0-2,8,100,2,2,0.27,0.34,0.41
0-2,8,101,1,1,0.21,0.35,0.32
0-2,8,102,1,1,0.24,0.42,0.31
0-2,8,103,2,2,0.24,0.40,0.41
0-2,8,104,2,2,0.24,0.36,0.46
0-2,8,105,1,1,0.18,0.38,0.36
0-2,8,106,1,1,0.17,0.42,0.33
0-2,8,107,1,1,0.20,0.46,0.38
0-2,8,108,0,1,0.23,0.54,0.35
0-2,8,109,1,1,0.22,0.49,0.27
0-2,8,110,2,1,0.23,0.46,0.38
0-2,8,111,2,1,0.24,0.43,0.34
0-2,8,112,1,1,0.20,0.44,0.40
0-2,8,113,1,1,0.16,0.48,0.30
0-2,8,114,1,1,0.16,0.52,0.28
0-2,8,115,1,1,0.19,0.55,0.33
0-2,8,116,0,1,0.20,0.65,0.31
0-2,8,117,2,1,0.19,0.53,0.31
0-2,8,118,0,1,0.24,0.44,0.37
0-2,8,119,1,1,0.22,0.48,0.31
0-2,8,120,1,1,0.18,0.52,0.23
0-2,8,121,0,1,0.24,0.61,0.28
0-2,8,122,1,1,0.20,0.52,0.21
0-2,8,123,0,1,0.26,0.61,0.26
0-2,8,124,0,1,0.30,0.53,0.25
0-2,8,125,2,1,0.32,0.43,0.24
0-2,8,126,1,1,0.28,0.44,0.27
0-2,8,127,1,1,0.30,0.43,0.26
0-2,8,128,2,1,0.26,0.47,0.31
0-2,8,129,0,1,0.27,0.45,0.30
0-2,8,130,2,1,0.30,0.41,0.26
0-2,8,131,1,1,0.21,0.43,0.24
0-2,8,132,1,1,0.27,0.41,0.27
0-2,8,133,2,1,0.25,0.46,0.35
0-2,8,134,2,1,0.26,0.42,0.31
0-2,8,135,0,1,0.25,0.41,0.37
0-2,8,136,1,1,0.27,0.36,0.30
0-2,8,137,1,1,0.20,0.46,0.25
0-2,8,138,1,1,0.23,0.52,0.24
0-2,8,139,2,1,0.23,0.47,0.37
0-2,8,140,1,1,0.23,0.44,0.30
0-2,8,141,2,1,0.24,0.48,0.31
0-2,8,142,2,2,0.21,0.44,0.44
0-2,8,143,0,2,0.24,0.39,0.43
0-2,8,144,0,1,0.25,0.50,0.35
0-2,8,145,0,1,0.29,0.47,0.33
0-2,8,146,2,2,0.29,0.32,0.42
0-2,8,147,2,2,0.30,0.31,0.37
0-2,8,148,2,2,0.27,0.27,0.48
0-2,8,149,0,2,0.34,0.37,0.46
0-2,8,150,2,2,0.26,0.28,0.43
0-2,8,151,1,2,0.27,0.32,0.37
0-2,8,152,1,2,0.27,0.28,0.39
0-2,8,153,1,1,0.20,0.37,0.33
0-2,8,154,1,1,0.27,0.37,0.36
0-2,8,155,2,2,0.24,0.38,0.45
0-2,8,156,1,1,0.18,0.42,0.32
0-2,8,157,2,2,0.23,0.37,0.44
0-2,8,158,1,1,0.23,0.40,0.39
0-2,8,159,1,1,0.20,0.51,0.30
0-2,8,160,0,1,0.27,0.56,0.37
0-2,8,161,1,1,0.18,0.48,0.27
0-2,8,162,1,1,0.24,0.47,0.31
0-2,8,163,1,1,0.22,0.50,0.26
0-2,8,164,0,1,0.24,0.60,0.27
0-2,8,165,2,1,0.24,0.44,0.35
0-2,8,166,1,1,0.18,0.58,0.20
0-2,8,167,1,1,0.17,0.55,0.24
0-2,8,168,2,1,0.22,0.50,0.39
0-2,8,169,0,1,0.23,0.50,0.34
0-2,8,170,1,1,0.19,0.57,0.20
0-2,8,171,2,1,0.23,0.45,0.41
0-2,8,172,2,2,0.22,0.41,0.46
0-2,8,173,2,2,0.22,0.37,0.46
0-2,8,174,2,2,0.22,0.35,0.51
0-2,8,175,2,2,0.21,0.34,0.59
0-2,8,176,2,2,0.20,0.31,0.62
0-2,8,177,0,2,0.22,0.44,0.48
0-2,8,178,2,2,0.22,0.27,0.62
0-2,8,179,2,2,0.21,0.25,0.65
0-2,8,180,1,2,0.16,0.33,0.46
0-2,8,181,0,2,0.23,0.43,0.46
0-2,8,182,1,1,0.18,0.41,0.31
0-2,8,183,2,2,0.24,0.32,0.46
0-2,8,184,2,2,0.21,0.27,0.63
0-2,8,185,0,2,0.24,0.35,0.49
0-2,8,186,0,2,0.25,0.30,0.47
0-2,8,187,2,2,0.28,0.26,0.46
0-2,8,188,1,2,0.27,0.27,0.45
0-2,8,189,2,2,0.24,0.25,0.54
0-2,8,190,2,2,0.23,0.24,0.58
0-2,8,191,1,2,0.24,0.28,0.48
0-2,8,192,1,2,0.23,0.32,0.44
0-2,8,193,0,2,0.22,0.36,0.43
0-2,8,194,0,1,0.26,0.43,0.37
0-2,8,195,1,2,0.24,0.35,0.37
0-2,8,196,2,2,0.25,0.28,0.46
0-2,8,197,2,2,0.24,0.27,0.50
0-2,8,198,2,2,0.20,0.31,0.46
0-2,8,199,1,2,0.17,0.34,0.40
0-2,8,200,1,2,0.22,0.34,0.38
0-2,8,201,2,2,0.21,0.31,0.57
0-2,8,202,1,2,0.21,0.36,0.38
0-2,8,203,0,2,0.24,0.35,0.45
0-2,8,204,1,1,0.17,0.42,0.31
0-2,8,205,0,1,0.31,0.48,0.37
0-2,8,206,0,1,0.27,0.39,0.33
0-2,8,207,2,2,0.28,0.30,0.47
0-2,8,208,2,2,0.24,0.34,0.40
0-2,8,209,2,2,0.26,0.26,0.51
0-2,8,210,1,1,0.20,0.42,0.28
0-2,8,211,1,2,0.24,0.35,0.35
0-2,8,212,2,2,0.24,0.31,0.50
0-2,8,213,1,1,0.17,0.41,0.35
0-2,8,214,0,1,0.26,0.50,0.35
0-2,8,215,1,1,0.19,0.42,0.31
0-2,8,216,2,2,0.25,0.34,0.48
0-2,8,217,1,1,0.18,0.45,0.32
0-2,8,218,1,1,0.17,0.49,0.30
0-2,8,219,2,2,0.22,0.40,0.52
0-2,8,220,2,2,0.21,0.36,0.56
0-2,8,221,1,1,0.16,0.47,0.34
0-2,8,222,0,1,0.29,0.51,0.41
0-2,8,223,1,1,0.18,0.48,0.29
0-2,8,224,0,1,0.28,0.49,0.32
0-2,8,225,2,2,0.25,0.35,0.50
0-2,8,226,1,1,0.27,0.40,0.34
0-2,8,227,1,1,0.23,0.53,0.24
0-2,8,228,2,2,0.23,0.39,0.51
0-2,8,229,1,1,0.17,0.50,0.29
0-2,8,230,2,2,0.21,0.39,0.53
0-2,8,231,2,2,0.22,0.36,0.51
0-2,8,232,1,1,0.21,0.43,0.35
0-2,8,233,2,2,0.20,0.37,0.58
0-2,8,234,2,2,0.20,0.35,0.56
0-2,8,235,1,1,0.14,0.48,0.37
0-2,8,236,0,1,0.27,0.50,0.44
0-2,8,237,1,1,0.16,0.48,0.32
0-2,8,238,1,1,0.21,0.47,0.31
0-2,8,239,2,1,0.18,0.48,0.41
0-2,8,240,2,2,0.17,0.44,0.46
0-2,8,241,0,2,0.23,0.36,0.48
0-2,8,242,1,1,0.20,0.47,0.38
0-2,8,243,2,2,0.21,0.35,0.51
0-2,8,244,2,2,0.20,0.33,0.61
0-2,8,245,2,2,0.20,0.31,0.58
0-2,8,246,1,1,0.15,0.45,0.38
0-2,8,247,2,2,0.19,0.33,0.59
0-2,8,248,1,1,0.15,0.54,0.28
0-2,8,249,0,1,0.27,0.48,0.47
0-2,8,250,2,2,0.20,0.30,0.62
0-2,8,251,2,2,0.20,0.29,0.60
0-2,8,252,2,2,0.19,0.27,0.68
0-2,8,253,2,2,0.19,0.25,0.70
0-2,8,254,2,2,0.19,0.25,0.66
0-2,8,255,1,2,0.14,0.39,0.45
0-2,8,256,2,2,0.17,0.27,0.71
0-2,8,257,0,2,0.20,0.36,0.50
0-2,8,258,1,2,0.21,0.34,0.44
0-2,8,259,1,1,0.14,0.44,0.36
0-2,8,260,2,2,0.19,0.31,0.58
0-2,8,261,2,2,0.18,0.29,0.67
0-2,8,262,2,2,0.19,0.33,0.53
0-2,8,263,2,2,0.17,0.25,0.72
0-2,8,264,1,2,0.19,0.35,0.48
0-2,8,265,2,2,0.14,0.35,0.57
0-2,8,266,1,2,0.12,0.42,0.43
0-2,8,267,2,2,0.16,0.28,0.71
0-2,8,268,1,1,0.12,0.45,0.41
0-2,8,269,2,2,0.13,0.38,0.56
0-2,8,270,1,1,0.11,0.47,0.41
0-2,8,271,1,1,0.12,0.59,0.28
0-2,8,272,1,1,0.16,0.48,0.41
0-2,8,273,2,2,0.14,0.37,0.66
0-2,8,274,1,1,0.13,0.54,0.41
0-2,8,275,1,1,0.10,0.59,0.32
0-2,8,276,1,1,0.14,0.56,0.31
0-2,8,277,2,2,0.13,0.44,0.61
0-2,8,278,2,2,0.13,0.40,0.64
0-2,8,279,0,2,0.17,0.43,0.48
0-2,8,280,1,1,0.11,0.56,0.30
0-2,8,281,1,1,0.14,0.62,0.24
0-2,8,282,2,1,0.16,0.48,0.42
0-2,8,283,1,1,0.16,0.52,0.35
0-2,8,284,1,1,0.10,0.62,0.28
0-2,8,285,1,1,0.13,0.64,0.31
0-2,8,286,1,1,0.10,0.67,0.25
0-2,8,287,1,1,0.13,0.63,0.24
0-2,8,288,2,1,0.12,0.59,0.39
0-2,8,289,2,2,0.14,0.46,0.53
0-2,8,290,2,1,0.14,0.49,0.45
0-2,8,291,2,2,0.12,0.38,0.68
0-2,8,292,2,2,0.13,0.36,0.64
0-2,8,293,0,2,0.20,0.50,0.50
0-2,8,294,0,1,0.18,0.55,0.35
0-2,8,295,1,1,0.12,0.49,0.32
0-2,8,296,0,1,0.18,0.45,0.37
0-2,8,297,1,1,0.14,0.58,0.19
0-2,8,298,1,1,0.13,0.53,0.27
0-2,8,299,1,1,0.16,0.59,0.22
0-2,8,300,2,2,0.16,0.35,0.59
0-2,8,301,2,2,0.17,0.34,0.56
0-2,8,302,2,2,0.16,0.32,0.59
0-2,8,303,0,2,0.20,0.35,0.48
0-2,8,304,2,2,0.17,0.27,0.66
0-2,8,305,0,1,0.20,0.41,0.38
0-2,8,306,1,1,0.14,0.46,0.29
0-2,8,307,0,1,0.29,0.43,0.39
0-2,8,308,2,2,0.21,0.24,0.61
0-2,8,309,1,1,0.16,0.46,0.27
0-2,8,310,0,1,0.26,0.51,0.27
0-2,8,311,2,2,0.23,0.25,0.54
0-2,8,312,1,1,0.18,0.53,0.18
0-2,8,313,0,1,0.25,0.40,0.34
0-2,8,314,2,2,0.25,0.24,0.55
0-2,8,315,0,2,0.30,0.27,0.43
0-2,8,316,1,1,0.27,0.36,0.27
0-2,8,317,0,2,0.32,0.29,0.38
0-2,8,318,2,2,0.25,0.31,0.40
0-2,8,319,2,2,0.28,0.22,0.56
0-2,8,320,1,1,0.20,0.43,0.28
0-2,8,321,1,1,0.19,0.48,0.26
0-2,8,322,2,2,0.24,0.26,0.62
0-2,8,323,2,2,0.21,0.33,0.48
0-2,8,324,2,2,0.25,0.30,0.51
0-2,8,325,0,2,0.30,0.37,0.40
0-2,8,326,1,1,0.19,0.43,0.31
0-2,8,327,2,2,0.24,0.23,0.68
0-2,8,328,1,1,0.18,0.46,0.31
0-2,8,329,2,2,0.24,0.25,0.62
0-2,8,330,1,1,0.18,0.57,0.21
0-2,8,331,0,2,0.28,0.31,0.46
0-2,8,332,1,1,0.19,0.51,0.27
0-2,8,333,2,2,0.25,0.28,0.59
0-2,8,334,1,1,0.18,0.53,0.27
0-2,8,335,1,1,0.17,0.57,0.26
0-2,8,336,1,1,0.20,0.57,0.30
0-2,8,337,0,1,0.26,0.51,0.30
0-2,8,338,1,1,0.27,0.49,0.27
0-2,8,339,1,1,0.23,0.54,0.22
0-2,8,340,2,2,0.22,0.37,0.57
0-2,8,341,0,1,0.28,0.41,0.37
0-2,8,342,2,1,0.22,0.42,0.41
0-2,8,343,1,1,0.18,0.58,0.23
0-2,8,344,1,1,0.17,0.61,0.22
0-2,8,345,2,2,0.23,0.34,0.54
0-2,8,346,1,1,0.16,0.62,0.23
0-2,8,347,0,1,0.26,0.52,0.30
0-2,8,348,2,2,0.25,0.31,0.55
0-2,8,349,1,1,0.24,0.49,0.26
0-2,8,350,1,1,0.17,0.63,0.22
0-2,8,351,0,1,0.30,0.54,0.27
0-2,8,352,1,1,0.19,0.62,0.20
0-2,8,353,2,2,0.25,0.33,0.54
0-2,8,354,2,2,0.23,0.32,0.63
0-2,8,355,2,2,0.24,0.38,0.47
0-2,8,356,2,2,0.21,0.27,0.70
0-2,8,357,1,1,0.22,0.45,0.32
0-2,8,358,0,1,0.25,0.47,0.35
0-2,8,359,1,1,0.17,0.57,0.25
0-2,8,360,1,1,0.22,0.60,0.21
0-2,8,361,0,1,0.35,0.49,0.37
0-2,8,362,2,2,0.25,0.28,0.58
0-2,8,363,0,1,0.33,0.44,0.30
0-2,8,364,2,2,0.26,0.24,0.65
0-2,8,365,2,2,0.25,0.23,0.68
0-2,8,366,0,1,0.34,0.49,0.27
0-2,8,367,2,2,0.25,0.28,0.50
0-2,8,368,2,2,0.29,0.25,0.54
0-2,8,369,0,2,0.35,0.22,0.50
0-2,8,370,0,1,0.39,0.41,0.29
0-2,8,371,1,1,0.25,0.42,0.27
0-2,8,372,0,0,0.43,0.32,0.32
0-2,8,373,2,2,0.35,0.17,0.62
0-2,8,374,1,1,0.25,0.44,0.25
0-2,8,375,1,1,0.24,0.48,0.24
0-2,8,376,2,2,0.29,0.21,0.67
0-2,8,377,2,2,0.28,0.20,0.70
0-2,8,378,2,2,0.24,0.28,0.53
0-2,8,379,2,2,0.25,0.18,0.75
